LineId,Device,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
1,mail.cup.com,Mar,4,17:53:35,mail,dovecot,"imap(bertie): Error: file_dotlock_create(/var/mail/bertie) failed: Permission denied (euid=1007(bertie) egid=1007(bertie) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['bertie', '/var/mail/bertie', '1007(bertie', '1007(bertie', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
2,mail.cup.com,Mar,4,17:53:35,mail,dovecot,imap(bertie): Logged out in=79 out=882,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['bertie', '79', '882']"
3,mail.cup.com,Mar,4,17:54:59,mail,dovecot,"imap-login: Login: user=<bertie>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=6754, secured, session=<6XNpHgugeNl/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<bertie>', 'PLAIN', '127.0.0.1', '127.0.0.1', '6754', 'session=<6XNpHgugeNl/AAAB>']"
4,mail.cup.com,Mar,4,17:54:59,mail,dovecot,"imap(bertie): Error: file_dotlock_create(/var/mail/bertie) failed: Permission denied (euid=1007(bertie) egid=1007(bertie) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['bertie', '/var/mail/bertie', '1007(bertie', '1007(bertie', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
5,mail.cup.com,Mar,4,17:54:59,mail,dovecot,imap(bertie): Logged out in=79 out=882,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['bertie', '79', '882']"
6,mail.cup.com,Mar,4,17:55:03,mail,dovecot,"imap-login: Login: user=<bertie>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=6758, secured, session=<KraqHgugetl/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<bertie>', 'PLAIN', '127.0.0.1', '127.0.0.1', '6758', 'session=<KraqHgugetl/AAAB>']"
7,mail.cup.com,Mar,4,17:55:03,mail,dovecot,"imap(bertie): Error: file_dotlock_create(/var/mail/bertie) failed: Permission denied (euid=1007(bertie) egid=1007(bertie) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['bertie', '/var/mail/bertie', '1007(bertie', '1007(bertie', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
8,mail.cup.com,Mar,4,17:55:03,mail,dovecot,imap(bertie): Logged out in=442 out=19610,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['bertie', '442', '19610']"
9,mail.cup.com,Mar,4,17:55:10,mail,dovecot,"imap-login: Login: user=<bertie>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=6760, secured, session=<3I8aHwugfNl/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<bertie>', 'PLAIN', '127.0.0.1', '127.0.0.1', '6760', 'session=<3I8aHwugfNl/AAAB>']"
10,mail.cup.com,Mar,4,17:55:10,mail,dovecot,"imap(bertie): Error: file_dotlock_create(/var/mail/bertie) failed: Permission denied (euid=1007(bertie) egid=1007(bertie) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['bertie', '/var/mail/bertie', '1007(bertie', '1007(bertie', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
